Frequency,Word,Reading,Type,Meaning
3153,百パーセント,,noun,one hundred percent
3154,週末,,noun,weekend
3155,出品者,,noun,exhibitor
3156,二十六日,,noun,twenty-sixth (date); twenty-six days
3157,正式,,na-adjective,"formal, official"
3158,カラオケ,,noun,karaoke
3159,退職,,noun,"retirement, resignation"
3159,退職する,,verb,"retire, resign"
3160,満ちる,,verb,be full; rise
3161,おとなしい,,i-adjective,"gentle, well‐behaved, quiet"
3162,知人,,noun,acquaintance
3163,刻む,,verb,cut into fine pieces; engrave; tick
3164,十九日,,noun,nineteenth (date); nineteen days
3165,千葉県,,noun,Chiba prefecture
3166,食材,,noun,"ingredient, foodstuff"
3167,携わる,,verb,"participate, be engaged"
3168,組み合わせ,,noun,"combination, matching"
3169,冷静,,na-adjective,calm
3170,台詞,,noun,"lines, speech, words"
3171,コート,,noun,coat; court
3172,二年生,,noun,"second grade, second year"
3173,ロック,,noun,rock; lock
3174,国会,,noun,"national assembly, Diet"
3175,編む,,verb,"knit, braid"
3176,破る,,verb,tear; break; beat
3177,真っ赤,,na-adjective,bright red; downright
3178,意図,,noun,intention
3179,さらす,,verb,expose
3180,手間,,noun,labour; time
3181,可愛がる,,verb,"love, treat with affection"
3182,森林,,noun,"forest, woods"
3183,マイナス,,noun,minus
3184,ラーメン,,noun,Chinese noodles
3185,帽子,,noun,"hat, cap"
3186,オープン,,"noun, verb",open
3187,名古屋,,noun,Nagoya
3188,離す,,verb,"separate, divide; keep apart"
3189,数値,,noun,"numerical value; score, count"
3190,熱心,,na-adjective,"eager, enthusiastic"
3191,見直し,,noun,"review, reconsideration"
3192,盗む,,verb,steal
3193,一冊,,noun,one (book)
3194,強さ,,noun,"strength, power"
3195,紐,,noun,string; lace
3196,岩,,noun,rock
3197,ミス,,noun,mistake
3197,ミスする,,verb,make a mistake
3198,移行,,noun,shift
3198,移行する,,verb,shift
3199,味方,,noun,supporter
3199,味方する,,verb,support
3200,純粋,,na-adjective,pure; genuine
3201,転勤,,noun,transfer
3201,転勤する,,verb,be transferred
3202,ビートルズ,,noun,Beatles
3203,フライパン,,noun,frying pan
3204,一階,,noun,"first floor, ground floor"
3205,さっぱり,,adverb,not at all
3206,正面,,noun,front
3207,演劇,,noun,"drama, play"
3208,疲れ,,noun,"fatigue, exhaustion, tiredness"
3209,経緯,,noun,"details, process"
3210,探る,,verb,fumble; probe
3211,数学,,noun,mathematics
3212,関わり,,noun,"relation, connection"
3213,英国,,noun,"United Kingdom, Britain"
3214,巻き込む,,verb,involve
3215,退院,,noun,leaving hospital
3215,退院する,,verb,be discharged from hospital
3216,覚え,,noun,memory
3217,優秀,,na-adjective,excellent
3218,リラックス,,"noun, verb",relax
3219,施策,,noun,"policy, measure"
3220,瞳,,noun,pupil; eye
3221,二十七日,,noun,twenty-seventh (date); twenty-seven days
3222,権限,,noun,"authority, power"
3223,十七,,numeral,seventeen
3224,展示,,noun,"display, exhibition"
3224,展示する,,verb,"display, exhibit"
3225,三歳,,noun,three years old
3226,朝食,,noun,breakfast
3227,診断,,noun,diagnosis
3227,診断する,,verb,diagnose
3228,ご免,,noun,"pardon, sorry [to decline]"
3229,缶詰,,noun,canned food
3230,こしょう,,noun,pepper
3231,潰れる,,verb,be crushed; go bankrupt; become useless
3232,海岸,,noun,"seashore, seaside"
3233,領域,,noun,"territory, field"
3234,出版,,noun,publication
3234,出版する,,verb,publish
3235,映画館,,noun,"movie theater, cinema"
3236,気温,,noun,temperature
3237,由来,,noun,"origin, history"
3237,由来する,,verb,originate
3238,引き起こす,,verb,"raise up, cause"
3239,筋,,noun,tendon; line; reason
3240,ガラス,,noun,glass
3241,同意,,noun,"agreement, consent"
3241,同意する,,verb,agree
3242,土日,,noun,Saturday and Sunday
3243,認定,,noun,authorization
3243,認定する,,verb,authorize
3244,おもちゃ,,noun,toy
3245,島,とう,noun,island
3246,丘,,noun,hill
3247,二年間,,noun,two years
3248,メディア,,noun,media
3249,一台,,noun,one (machine/vehicle)
3250,翌年,,noun,"the next year, the following year"
3251,酸素,,noun,oxygen
3252,よし,,interjection,"All right!, Good!"
3253,いまや,,adverb,now
3254,贅沢,,noun,luxury
3254,贅沢,,na-adjective,luxurious
3255,金融機関,,noun,financial institution
3256,百円,,noun,one hundred yen
3257,黄色,,noun,yellow
3258,制定,,noun,enactment
3258,制定する,,verb,enact
3259,文書,,noun,document; writing
3260,初期,,noun,"early days, initial stage"
3261,ぬれる,,verb,get wet
3262,はがき,,noun,postcard
3263,巨人,,noun,giant
3264,俺達,,noun,we (used by male speakers)
3265,苦痛,,noun,pain
3266,パワー,,noun,power
3267,いかなる,,adnominal,"what kind of, any"
3268,あちこち,,pronoun,"here and there, everywhere"
3269,実力,,noun,real ability
3270,面する,,verb,face
3271,もったいない,,i-adjective,wasteful; too good
3272,港,,noun,"harbour, port"
3273,片方,,noun,one side; the other one
3274,最悪,,na-adjective,worst
3275,ぎりぎり,,adverb,barely
3276,二十九日,,noun,twenty-ninth (date); twenty-nine days
3277,市販,,noun,on the market
3277,市販する,,verb,market
3278,この世,,noun,this world
3279,片手,,noun,one hand
3280,サイン,,noun,"signature, autograph"
3280,サインする,,verb,sign
3281,キリスト教,,noun,Christianity
3282,年寄り,,noun,old people
3283,気軽,,na-adjective,"light-hearted, feel free"
3284,鳴く,,verb,"cry, sing"
3285,呼吸,,noun,breath
3285,呼吸する,,verb,breathe
3286,コーナー,,noun,corner
3287,徒歩,,noun,"on foot, walk"
3288,延長,,noun,extension
3288,延長する,,verb,extend
3289,眠い,,i-adjective,sleepy
3290,厚い,,i-adjective,thick; kind; abundant
3291,二千二年,,noun,2002 (year)
3292,中小企業,,noun,small and medium-sized enterprises
3293,浅草,,noun,Asakusa (place name)
3294,完璧,,na-adjective,perfect
3295,傷付ける,,verb,hurt; damage
3296,とく,,"noun, adj.",[shortened form of “teoku”]
3297,あご,,noun,"jaw, chin"
3298,紅葉,,noun,autumn leaves
3298,紅葉する,,verb,put on fall colors
3299,では,,particle,in; on; as for
3300,信仰,,noun,religious faith
3300,信仰する,,verb,believe
3301,ねた,,noun,material; ingredient
3302,雇う,,verb,"employ, hire"
3303,雄,,noun,male animal
3304,欧米,,noun,Europe and America
3305,運用,,noun,making use of
3305,運用する,,verb,manage
3306,酢,,noun,vinegar
3307,半ば,,noun,"half, middle"
3307,半ば,,adverb,partly
3308,印象的,,na-adjective,impressive
3309,権力,,noun,"power, authority"
3310,拒否,,noun,refusal
3310,拒否する,,verb,"refuse, reject"
3311,空く,すく,verb,"become empty, be free; get hungry"
3312,ビジネス,,noun,business
3313,幅広い,,i-adjective,"wide, broad"
3314,アイデア,,noun,idea
3315,十二時,,noun,twelve o’clock
3316,ベトナム,,noun,Vietnam
3317,落札,,noun,successful bid
3317,落札する,,verb,make a successful bid
3318,出場,,noun,participation
3318,出場する,,verb,participate
3319,だます,,verb,"cheat, trick, deceive"
3320,片付ける,,verb,"put in order, tidy; clear away; finish"
3321,組み合わせる,,verb,"combine, put together, match"
3322,むろん,,adverb,of course
3323,雇用,,noun,employment
3323,雇用する,,verb,employ
3324,乗り越える,,verb,climb over; overcome
3325,休日,,noun,"holiday, day off"
3326,寝袋,,noun,sleeping bag
3327,疑い,,noun,"doubt, suspicion"
3328,引き出す,,verb,"pull out, bring out; withdraw"
3329,折,,noun,"occasion, opportunity"
3330,印刷,,noun,printing
3330,印刷する,,verb,print
3331,こなす,,verb,cope with; finish
3332,パチンコ,,noun,"pachinko, Japanese pinball"
3333,導く,,verb,"guide, lead"
3334,中止,,noun,cancellation
3334,中止する,,verb,"cancel, call off"
3335,連続,,noun,"continuation, succession"
3335,連続する,,verb,continue
3336,折る,,verb,break; fold; bend
3337,関西,,noun,Kansai region
3338,単語,,noun,word
3339,曖昧,,na-adjective,"vague, ambiguous"
3340,死体,,noun,dead body
3341,アフリカ,,noun,Africa
3342,なくてはならない,,compound,must
3343,幸福,,noun,happiness
3344,説得,,noun,persuasion
3344,説得する,,verb,persuade
3345,籠もる,,verb,shut oneself up; be full of
3346,レッスン,,noun,lesson
3347,放置,,noun,leaving something as it is
3347,放置する,,verb,neglect
3348,危機,,noun,"crisis, critical moment"
3349,アーティスト,,noun,artist
3350,子達,,noun,children
3351,編集,,noun,editing
3351,編集する,,verb,edit
3352,くっ付く,,verb,"stick, keep close; go out"
3353,取り付ける,,verb,"install, arrange"
3354,原稿,,noun,"manuscript, draft"
3355,象徴,,noun,symbol
3355,象徴する,,verb,symbolize
3356,説く,,verb,explain; preach; persuade
3357,服装,,noun,"clothes, dress"
3358,見学,,noun,"studying by observation, field trip"
3358,見学する,,verb,"visit for study, go on a field trip"
3359,六人,,noun,six people
3360,中野,,noun,Nakano (place name)
3361,応募,,noun,application
3361,応募する,,verb,apply for
3362,ラッキー,,na-adjective,lucky
3363,二回目,,noun,second time
3364,棒,,noun,"stick, pole, bar"
3365,こととなる,,auxiliary,it has been decided that
3366,固定,,noun,fixing
3366,固定する,,verb,fix
3367,告白,,noun,confession
3367,告白する,,verb,confess
3368,圧倒的,,na-adjective,overwhelming
3369,策定,,noun,settling on
3369,策定する,,verb,settle on
3370,矛盾,,noun,"contradiction, conflict"
3370,矛盾する,,verb,contradict
3371,引き取る,,verb,"take back, collect; leave"
3372,保証,,noun,guarantee
3372,保証する,,verb,guarantee
3373,団地,,noun,housing development
3374,会長,,noun,"president, chairperson"
3375,利点,,noun,advantage
3376,ジャンル,,noun,"genre, category"
3377,縦,,noun,length; height; vertical
3378,隙間,,noun,"crevice, opening, gap"
3379,歴史的,,na-adjective,"historical, historic"
3380,羨ましい,,i-adjective,envious; enviable
3381,ガス,,noun,gas
3382,ウイルス,,noun,virus
3383,公表,,noun,publication
3383,公表する,,verb,make public
3384,二千一年,,noun,2001 (year)
3385,古く,,noun,ancient times
3385,古く,,adverb,anciently
3386,潜る,もぐる,verb,dive; go underground
3387,一万円,,noun,ten thousand yen
3388,意義,,noun,"meaning, significance"
3389,憧れる,,verb,long for; admire
3390,前向き,,na-adjective,facing forward; positive
3391,ゆったり,,adverb,comfortably; calm; loose
3392,漏れる,,verb,"leak, escape; be omitted"
3393,品物,,noun,"goods, article"
3394,前述,,"noun, verb","above-mentioned, mentioned above"
3395,あら,,interjection,Oh! (used by female speakers)
3396,OS (OS),,noun,operating system
3397,まとも,,na-adjective,direct; honest; proper
3398,入手,,noun,acquisition
3398,入手する,,verb,"get, obtain"
3399,二十代,,noun,twenties
3400,孤独,,na-adjective,lonely
3401,平等,,noun,equality
3401,平等,,na-adjective,equal
3402,崩す,,verb,destroy; put into disorder; change
3403,競馬,,noun,horse racing
3404,格好良い,,i-adjective,"cool, good-looking"
3405,交わす,,verb,exchange
3406,伝統的,,na-adjective,traditional
3407,パーティー,,noun,party
3408,役目,,noun,"duty, role"
3409,通知,,noun,"notice, notification"
3409,通知する,,verb,notify
3410,要望,,noun,demand
3410,要望する,,verb,make demands
3411,をめぐる,,compound,"over, concerning"
3412,営む,,verb,run a business; engage in; hold a ceremony
3413,パート,,noun,part; part-time
3414,手のひら,,noun,palm of the hand
3415,地上,,noun,ground
3416,踊り,,noun,dance
3417,押し付ける,,verb,"press against, force"
3418,溶ける,,verb,"melt, thaw; dissolve"
3419,奇妙,,na-adjective,"strange, odd"
3420,最中,,noun,in the middle of
3421,定着,,noun,fixing
3421,定着する,,verb,fix; become established
3422,依然,,adverb,"still, as before"
3423,素早い,,i-adjective,quick
3424,そこらへん,,noun,around there; such a matter
3425,有利,,na-adjective,"profitable, advantageous"
3426,水準,,noun,"standard, level"
3427,じっくり,,adverb,"without haste, deliberately"
3428,首相,,noun,prime minister
3429,レコード,,noun,record
3430,際に,,particle,when
3431,滅多,,na-adjective,"rash, thoughtless; seldom"
3432,機関,,noun,engine; organization; facilities
3433,手作り,,noun,"handmade, homemade"
3434,提示,,noun,presentation
3434,提示する,,verb,present
3435,エジプト,,noun,Egypt
3436,下町,,noun,Shitamachi (place name); traditional working-class neighborhood
3437,ううん,,interjection,no; well
3438,優先,,noun,priority
3438,優先する,,verb,have priority
3439,大部分,,noun,majority
3439,大部分,,adverb,mostly
3440,戦前,,noun,pre-war
3441,制作,,noun,production
3441,制作する,,verb,produce
3442,いい加減,,na-adjective,"irresponsible, groundless"
3443,後者,,noun,the latter
3444,五十,,numeral,fifty
3445,入り込む,,verb,go into; come into
3446,シャワー,,noun,shower
3447,栗,,noun,chestnut
3448,札幌,,noun,Sapporo
3449,主体,,noun,main constituent; subject
3450,家内,,noun,one’s family; my wife
3451,看板,,noun,"signboard, billboard; attraction"
3452,将棋,,noun,"shogi, Japanese chess"
3453,家事,,noun,housework
3454,捕まる,,verb,"be caught, be arrested; hold"
3455,他方,,noun,the other side
3456,交通事故,,noun,traffic accident
3457,手順,,noun,"order, process, plan"
3458,コスト,,noun,cost
3459,余る,,verb,be left over; be too many
3460,輪,わ,noun,"circle, ring; loop"
3461,ならびに,,conjunction,"and, both . . . and"
3462,男達,,noun,men
3463,地名,,noun,place name
3464,合意,,noun,mutual agreement
3464,合意する,,verb,agree
3465,大手,,noun,major companies
3466,本番,,noun,performance
3467,同僚,,noun,colleague
3468,楽しさ,,noun,"pleasure, charm"
3469,丈夫,じょうぶ,na-adjective,strong; healthy
3470,技,,noun,"skill, technique, trick"
3471,たちまち,,adverb,"in a moment, at once; suddenly"
3472,仕上げる,,verb,"finish, complete"
3473,回収,,noun,collection
3473,回収する,,verb,collect
3474,再生,,noun,rebirth
3474,再生する,,verb,regenerate
3475,わがまま,,na-adjective,"selfish, disobedient"
3475,わがまま,,noun,selfishness
3476,小さじ,,noun,teaspoon
3477,コントロール,,noun,control
3477,コントロールする,,verb,control
3478,深夜,,noun,middle of the night
3479,なおかつ,,adverb,"besides, and yet"
3480,活発,,na-adjective,"lively, active; brisk"
3481,芸術,,noun,art
3482,ブラジル,,noun,Brazil
3483,施行,,noun,enforcement
3483,施行する,,verb,enforce
3484,チーズ,,noun,cheese
3485,教え,,noun,"teaching, lesson, doctrine"
3486,追及,,noun,pursuit
3486,追及する,,verb,pursue the question
3487,今月,,noun,this month
3488,仙台,,noun,Sendai
3489,特許,,noun,patent
3490,株式,,noun,"stock, shares"
3491,労働,,noun,"work, labor"
3491,労働する,,verb,"work, labor"
3492,カフェ,,noun,café
3493,シンプル,,na-adjective,simple
3494,規則,,noun,"rule, regulation"
3495,客観的,,na-adjective,objective
3496,帰宅,,noun,coming home
3496,帰宅する,,verb,come home
3497,つくづく,,adverb,"thoroughly, deeply, carefully"
3498,一つ目,,noun,first
3499,汚染,,noun,pollution
3499,汚染する,,verb,pollute
3500,転換,,noun,conversion
3500,転換する,,verb,"convert, change"
3501,たんぱく質,,noun,protein
3502,Eメール,,noun,e-mail
3503,予防,,noun,prevention
